stock_code,company_name,total_assets,total_liabilities,accounts_receivable,revenue,net_income,total_equity,debt_to_asset,receivable_to_asset,roe,revenue_growth,risk_level,risk_score
002685,002685,2183365947.0,1442585389.72,556577071.87,1184256342.85,83274631.42,1530802077.97,0.6607162632091743,0.2549169884392266,0.05439934568839276,0.7647555606144271,Medium,52.186873358901806
002686,002686,1861612007.22,1189400495.22,564661612.27,1618512846.93,24463438.83,1624090077.03,0.6389089083047798,0.30331863464569386,0.01506285838205273,0.01157888925944085,Medium,61.257872763140014
002688,002688,2020697867.68,1861207736.35,635279943.82,2370626965.11,84322026.98,2246607845.93,0.9210717574947938,0.3143864077757337,0.03753304215186442,0.09037906578284918,High,68.64969620761205
002691,002691,677595610.61,241401467.84,211271452.29,382687751.82,-3451783.27,894211918.1,0.3562618530286527,0.3117957805243227,-0.003860140085511571,0.13621701381137769,Low,52.12057996585387
002692,002692,2591300001.66,1974673058.69,358212766.59,4447368703.95,70213450.93,1174423499.11,0.7620395390055241,0.13823670218057618,0.05978546153343242,0.3891576386445992,High,55.93089079989832
002694,002694,606512644.66,647084600.25,228099977.2,842030187.99,-159942115.11,408039441.06,1.0668938330424156,0.3760844546412857,-0.3919770958770659,-0.09726600905634432,Extreme,77.38158644786805
002696,002696,1691258964.36,1086116687.74,545291587.47,3077701423.2,-13236093.79,1330278740.58,0.6421941941641116,0.3224175593217608,-0.009949864931487275,0.13141814234289678,Medium,61.0120833845384
002698,002698,5807447287.46,2439022377.54,2072436762.83,2862689438.16,544216144.76,3790432312.96,0.4199818365646766,0.3568584715878533,0.14357627305446174,0.11588042290230594,Low,51.772705831252026
002701,002701,8641394925.0,7745204968.0,1617623179.0,13672912690.0,777206054.0,9075931947.0,0.8962910543056797,0.18719468246036677,0.085633746323638,-0.012275802871476015,High,64.55051306130336
002702,002702,1026307161.66,755291068.33,460498949.1,1706495912.33,-37366716.67,1074208714.62,0.7359308173474643,0.4486950557327947,-0.034785341211105734,-0.005436498377792491,High,68.34966589752173
002703,002703,2272869052.91,1277098739.88,501868958.32,2693468867.27,168826694.86,1943079732.36,0.5618883931060195,0.22080856689805647,0.08688613856053592,0.48038164411718437,Medium,50.40089606044675
002705,002705,8501868326.91,6995522440.74,2221798967.24,16821049466.94,1115483944.57,8256792727.07,0.822821781254582,0.26133067248378705,0.13509893992044533,0.14844906785427336,High,61.35595607317827
002706,002706,2743065861.37,1460504939.91,469355120.33,4237866195.5,312068599.55,3977356624.49,0.5324352435273151,0.17110603392351095,0.07846130709740298,-0.07572233384001754,Medium,54.04639881487233
002707,002707,1530396285.22,1780267703.71,10154539.44,6455113793.27,125359857.1,860384682.15,1.1632723634415252,0.0066352352904073125,0.1457021024441538,0.9569921100771053,Extreme,56.85157812363104
002708,002708,2135638491.68,1687884440.76,546748916.01,2309575739.47,28833244.78,1692266650.97,0.7903418332904394,0.2560119224953189,0.01703823966717828,0.2668572888752535,High,62.01602418066416
002709,002709,10801397528.81,5875862501.5,1363690318.78,12518297342.63,478433104.75,13103593054.2,0.5439909498588142,0.1262512850899803,0.03651159668734151,-0.18736836687256184,Medium,55.436904374556015
002712,002712,2700329307.82,1401932616.55,52725017.87,6176146964.85,-35755083.04,1377348507.05,0.5191709812910902,0.019525402963746438,-0.025959358039731067,0.11110815106002107,Medium,49.95218300222615
002714,002714,61318601205.85,85476512749.91,41969838456.65,137946892076.87,18925044904.25,72031777857.01,1.3939736241366716,0.6844552489994821,0.2627318867766673,0.2443260559523795,Extreme,84.91903222014673
002715,002715,417207000.47,392347204.96,194735129.31,511050011.44,5131524.8,477809179.77,0.9404137622762933,0.46675901672460735,0.010739694876666308,-0.061242609738348205,High,75.22532201187082
002717,002717,8845049248.43,12491751967.97,289603345.36,861836577.53,-994276959.06,1064573801.41,1.4122874409305624,0.03274185787166812,-0.9339671498050265,-0.5954974504789058,Extreme,84.14214417949762
002718,002718,455710847.03,442248336.27,83140724.47,624370799.57,-113936974.66,907064049.86,0.9704582174250644,0.18244183787121213,-0.12561072691348035,-0.37552869879937384,High,72.43007945752598
002719,002719,216792848.74,787235013.1,54482543.37,635205259.95,-232885716.89,225256053.55,3.631277589069057,0.251311533967345,-1.033871069033474,-0.10401239302293346,Extreme,100.0
002722,002722,2225095542.16,759060754.56,420223363.31,2452332948.33,157590157.44,2629703399.92,0.3411362524339722,0.18885632340176745,0.059926970260141946,-0.12079323750756671,Low,49.66525377663547
002723,002723,1575803411.76,1553394154.89,214108160.54,1528571685.17,-216967965.38,1007366671.07,0.9857791544917578,0.1358723803630204,-0.2153813220260126,-0.04704871885430881,High,68.44067133237134
002724,002724,1926877464.5,843336957.83,123217792.93,1713896295.94,-337199114.65,2635422313.44,0.437670258419279,0.06394687529441496,-0.12794879702215775,0.007829607832058938,Low,49.650483556618155
002725,002725,523382762.64,284677354.91,143040637.74,708388432.3,47275834.42,1012074190.84,0.543918094424922,0.27330024592038027,0.04671182690743459,0.10722900008597502,Medium,55.90996330721155
002726,002726,2526523266.25,2887683450.84,994358007.81,10989671145.22,6877613.98,1503284266.32,1.1429474999951428,0.39356772252720196,0.0045750588455477,-0.17485503252724385,Extreme,80.7617919171681
002727,002727,9711575208.38,7631183301.72,4087748989.37,18000454568.58,110293279.01,7491014022.79,0.7857822379973072,0.4209151349456401,0.014723411099545865,0.035680818434459,High,68.37145205172699
002728,002728,950947063.46,596018749.83,264377722.25,687785167.66,20495003.39,1764933238.57,0.6267633317688567,0.2780151833983981,0.011612339176413067,-0.3555309571094848,Medium,64.01828062971018
002730,002730,1636689082.63,942102322.21,288029407.57,1189164821.33,98274393.4,1607905715.05,0.5756147164470196,0.1759829711255633,0.06111950003047538,-0.1342315852115261,Medium,56.482344122903044
002731,002731,4452350015.61,3516014278.68,3212657748.32,4437882825.07,168885813.83,1711593324.63,0.789698533662629,0.7215645079691351,0.09867169461326833,-0.027823064751551604,High,74.54150699129106
002732,002732,589859178.33,365633540.6,125221009.2,1732223350.14,103014989.97,1474760877.12,0.6198658154903615,0.21228966811116468,0.06985199537648012,-0.11182970420694448,Medium,58.2752133251474
002733,002733,3470241422.96,2004271794.25,760356816.23,3554072599.88,95061329.81,2702219485.98,0.5775597573670892,0.21910775751775824,0.03517898168642826,-0.01279803815070431,Medium,57.05299249830297
002734,002734,2443087852.34,2664322526.36,763151351.6,4237402851.27,93438391.97,2642805549.03,1.0905553493739901,0.31237163693030945,0.03535575744658743,0.0031879943437568632,Extreme,74.61017752487518
002735,002735,2052907983.22,1258757668.56,349586099.79,1989216374.07,-76313105.51,1722474741.23,0.6131583484738707,0.17028824606238407,-0.044304339380620276,0.12150838425449884,Medium,56.43687276323074
002737,002737,3885593091.44,1027526250.87,867310798.53,3377047677.27,502731508.3,4379138713.78,0.264445150763123,0.22321194683012335,0.11480145781133536,-0.40756529841257855,Low,49.71926973248918
002738,002738,8136920723.01,3317544123.36,2142235084.28,5363854702.53,753812491.93,12181272440.6,0.40771493741833803,0.2632734368693157,0.06188290226705333,-0.10800505022086332,Low,53.34626198981533
002739,002739,7679760231.44,7815009968.22,1483832809.91,12361817752.98,-960981060.92,6894727550.24,1.017611192628945,0.1932134292207939,-0.1393791203376193,-0.1544420607945045,Extreme,71.90309211733324
002741,002741,2072716416.46,1463266378.64,238106279.95,2589007825.65,-205107395.12,1832390811.01,0.7059655469604077,0.11487643850318056,-0.11193430674701231,-0.04091706353587978,High,59.46004800675054
002743,002743,8234857822.34,6512830421.04,337232904.33,3937162900.58,51481347.91,3217116343.79,0.7908855940865932,0.04095187938948199,0.016002327055835094,-0.15060406419368108,High,60.85634727287578
002745,002745,12955841076.7,9311665940.34,3413388103.37,16910268225.52,370026173.76,12693312504.64,0.7187233839326923,0.2634632582448617,0.029151269507052484,-0.03566485495175627,High,62.77614978594356
002746,002746,5397531683.76,2778440436.51,869183752.75,5290689262.71,245069939.66,4664088982.74,0.5147613018872541,0.1610335619455806,0.05254401032375446,-0.08485098866295772,Medium,54.003587733792855
002747,002747,6063754663.25,6012332028.94,1721044686.99,4008771676.12,-816972893.98,1788531962.51,0.9915196710345733,0.2838249207905072,-0.4567840615123657,-0.13825980094282175,High,73.2238111602281
002748,002748,810214445.31,803739898.65,90148397.2,1984829928.47,26170878.41,1344846321.56,0.992008848154364,0.11126486045988467,0.019460125659296303,-0.0506871342559769,High,67.56225515720539
002750,002750,338177284.73,48634073.63,21862414.86,66479185.17,-46975528.77,470459142.64,0.14381236063453917,0.0646477922887544,-0.09985038978389277,-0.2325415773136599,Low,43.25598139939163
002752,002752,4121014722.31,3980852513.1,841536661.81,7130253406.63,424908622.26,3416264486.64,0.9659884230815285,0.2042061770015429,0.124378139901548,0.004996867535580103,High,65.92538494458994
002753,002753,1648086699.77,322967825.27,391885917.74,4227644015.85,111390280.13,2335774392.76,0.19596531257431543,0.23778234348635297,0.047688800971218324,-0.07349165171024682,Low,46.3662144572103
002755,002755,2568164247.66,820959191.44,196990191.5,1777641912.11,128469540.23,3062651954.2,0.31966771291517765,0.07670467014696936,0.04194715630479068,0.23151482829521614,Low,43.14382095055764
002756,002756,9246864692.98,1111004870.09,752249583.48,8073834330.1,1061737099.26,12359217711.62,0.1201493594832688,0.08135185367761356,0.08590649699954443,-0.3376135440046007,Low,41.8667501414958
002757,002757,1709557585.14,757734366.1,425339149.79,3331799728.55,-175410684.78,2001984537.4,0.4432341868366763,0.24880071515997976,-0.08761840139275393,-0.08180652769174329,Low,55.33510876101722
002758,002758,14173143310.41,10261250117.07,5499844296.3,41976296857.66,765820111.33,4744160369.75,0.7239925464898981,0.3880468979848974,0.1614237402708956,0.025283678914521063,High,62.13251854840178
002759,002759,2524795238.92,2296028281.3,326538388.66,2054528221.03,-1441755110.32,3182164559.29,0.9093918769753951,0.12933262215738306,-0.45307371239207134,-0.06315634894913137,High,66.14663535268775
002760,002760,736457352.54,283503366.34,156963074.3,588079315.23,-60829451.09,809884587.09,0.3849555787069174,0.21313260538256995,-0.07510878964688855,-0.1486997251524109,Low,53.36397974729588
002761,002761,93640579367.43,99656363189.4,1144201608.85,80643358834.88,357646966.81,8353815261.25,1.0642433426043325,0.012219078700488854,0.0428124103329147,-0.12917546686358305,Extreme,67.45422165595517
002765,002765,2791991377.26,2085446261.93,730719152.42,3535817353.94,125327733.56,2466473084.98,0.7469386470586495,0.2617197024215425,0.05081252835200359,0.2593090987582755,High,60.087747775915204
002767,002767,920952464.46,334081892.92,117054252.73,620535976.76,25683750.44,834960188.86,0.36275693460019,0.1271012970236577,0.03076044915993769,-0.005554868475920777,Low,48.346777919357905
002768,002768,11013600939.55,7104538335.89,3377655383.96,19219866050.92,708717959.71,4970597291.63,0.6450695258421341,0.3066803856884619,0.14258205163862536,0.10213375390705208,Medium,57.43320658743941
002769,002769,8363210925.14,7777510775.94,56845782.4,622115672.26,-120905461.27,1145797656.87,0.9299670719245675,0.0067971240841385805,-0.1055207789482482,0.009210654407964699,High,62.97683371576084
002771,002771,784428260.36,361449256.05,119780658.44,535823852.0,-140225.67,670097838.64,0.4607805127827993,0.15269804071697862,-0.000209261486777208,0.1988225585527504,Low,50.65264081588094
002772,002772,2830309986.24,1714226426.39,1252358283.51,1935227360.87,126598252.04,3317126129.96,0.605667377327566,0.4424809613076087,0.03816504018239626,0.002148904576738547,Medium,63.25643030218991
002774,002774,1458987735.27,714301790.49,260223807.86,1580992000.91,132396839.66,1266525506.67,0.4895872482148121,0.17835914694090493,0.10453547043683557,-0.049311395355315375,Low,52.02632331259925
002775,002775,2921754146.37,4320443967.94,343952617.21,694943386.53,-126672109.65,212083840.03,1.4787157821980805,0.11772127289947658,-0.5972737462320646,-0.3222547270079241,Extreme,85.52705255850859
002778,002778,1112915158.74,562366932.26,8182476.47,492987696.69,-178806732.14,252824374.68,0.5053097963879747,0.007352291327637128,-0.7072369203575241,-0.20103113237316203,Medium,52.35341249856179
002780,002780,673579717.35,348601029.66,479131797.21,800262975.04,-85237191.79,667275354.91,0.5175349267217658,0.711321592483518,-0.1277391576997423,-0.05450970029922622,Medium,68.85418461673319
002782,002782,3254705754.51,2206410115.46,582389979.29,4693466289.91,236124659.13,1978733413.14,0.6779138520901954,0.17893782824545362,0.11933121337214393,0.0054347343489160715,Medium,56.77323359104944
002783,002783,2923740069.2,3337648561.56,383646229.92,3686098515.69,256519822.43,2532926607.96,1.1415681567319542,0.1312176256574594,0.1012740841459276,-0.0245211049768522,Extreme,70.24084428951545
002785,002785,1108048528.9,680825684.56,194973883.4,1277233120.46,-74032546.46,888547130.21,0.6144367027280657,0.1759615019691941,-0.08331864899783434,0.006744979911023567,Medium,57.76468883196159
002786,002786,1505482138.75,2903193916.49,777309082.23,2221171289.51,-292074063.3,232205463.44,1.9284147196196684,0.5163190331008503,-1.2578259743465061,-0.04336180845151254,Extreme,100.0
002787,002787,1769563923.77,829286847.16,341030412.35,2449258799.69,68538679.99,1839477001.16,0.4686391014308376,0.1927200299288683,0.037259873293756074,0.015962376923779376,Low,52.78605318956514
002788,002788,9870027807.2,8605445131.84,2864755977.45,20470766084.92,347697966.5,3162233658.74,0.8718764830188714,0.290248014839453,0.10995328113689776,0.03150489426472099,High,65.34861389048282
002791,002791,6712452325.29,3639744405.17,1300865664.54,6637580855.92,121245810.78,5702900367.63,0.5422376545538818,0.19379886835677426,0.021260376819521237,-0.1491971467345772,Medium,57.072563392393555
002792,002792,2558546740.23,663436460.3,241080548.67,1194002383.58,41385107.67,2779930821.56,0.2593020677982066,0.09422557926314377,0.014887099833216759,-0.07711860155937814,Low,45.53371003528815
002793,002793,1784379936.84,2537984882.0,459555606.49,2647365106.26,-1052258630.89,1382277279.71,1.422334352455552,0.25754358531055765,-0.7612500374098332,0.11992969678544807,Extreme,82.90932323857604
002795,002795,584657867.2,791826952.64,152145786.18,823160452.49,-344513804.27,518159919.89,1.3543424232571413,0.2602304607798152,-0.6648792989298299,-0.13189040840676206,Extreme,83.45493830127724
002796,002796,856450208.69,504575701.46,159015720.95,959514901.87,86167915.91,904603820.96,0.5891477360158315,0.1856683778420996,0.09525486617838438,-0.08443892788635289,Medium,55.779159150931356
002798,002798,2517075942.31,2545560329.79,680728910.24,2740584084.72,-569333125.66,1630698274.85,1.0113164593094712,0.27044432740288066,-0.349134560599428,-0.27120906431790276,Extreme,74.81269260753518
002799,002799,1001453370.76,682279524.8,82051035.9,1396537041.72,-4400044.41,1290358423.1,0.681289358766869,0.08193195838737026,-0.0034099396967775726,-0.12766100252246312,Medium,58.76358974791496
002800,002800,929034027.5,539507060.63,68637656.63,1529712362.16,10806449.91,518963944.0,0.5807182995027595,0.07388067024272692,0.02082312275243538,0.6100002690406903,Medium,47.64798498193317
002803,002803,1974094178.81,1084388715.47,447888576.49,5529258572.55,184450469.59,2202024669.56,0.5493095147687829,0.2268830845547556,0.08376403413630065,-0.17408180319738606,Medium,56.79807973549872
002805,002805,2027702679.03,2241579732.82,478632159.35,1489650069.22,-445934994.94,1709482879.09,1.1054775219275803,0.2360465191962784,-0.2608595853135319,-0.46353517122311433,Extreme,78.70084034996552
002806,002806,1154868563.11,874655363.2,290743782.0,1030537291.49,83878261.89,1002675634.02,0.7573635573251726,0.25175486742581543,0.08365443324249257,0.4329948797340633,High,57.59346877699761
002808,002808,252992480.1,113484965.55,95258642.3,161752452.26,-46702526.43,285881477.39,0.4485705089145059,0.3765275642277875,-0.16336324709238975,0.04748684904570203,Low,57.39543588267284
002810,002810,1616322408.52,1052278159.69,422090232.1,1956503516.16,221634871.64,2209833002.39,0.6510323399237705,0.2611423499885092,0.10029485096850997,0.2572108068121146,Medium,55.98004960509195
002811,002811,2009386060.32,1384319512.45,100732726.02,1187042176.94,95421891.9,1118020693.92,0.6889266028995661,0.05013109626328255,0.08534894963833999,0.08485145533641618,Medium,53.938837199246386
002812,002812,13824426888.86,13643730593.85,2963026794.82,10163655793.7,-659897159.17,24471229555.06,0.9869292017338087,0.21433270389007347,-0.02696624449070851,-0.15599884975365494,High,71.52618214680265
002813,002813,279470715.05,202276404.03,80620518.91,360573426.64,-55410296.17,312249971.32,0.7237838998401346,0.28847573133226573,-0.17745492797248147,0.26767329167403153,High,61.24867736177037
002815,002815,5624526921.09,2759321059.44,891832222.84,6277145221.58,302985704.63,7172153290.57,0.49058722593957466,0.15856128619385615,0.042244733534678884,0.08747123889138518,Low,51.75081820575282
002816,002816,310902156.52,133602340.0,107772427.44,24594583.59,-57960582.43,224370357.87,0.4297247130590602,0.34664419393651624,-0.2583254890718778,-0.8292523650799044,Low,64.85036989098376
002818,002818,2580601749.32,977970679.36,494864688.88,1429881171.12,702607063.2,5812148594.24,0.3789700133380517,0.19176329280967083,0.12088594291899266,-0.06180242542812076,Low,48.759058401689714
002819,002819,3822224926.02,1331351058.1,408481146.38,2955810030.83,-258077342.87,2855665806.58,0.3483183443854276,0.10686999176820883,-0.09037379033475852,-0.016950920801090813,Low,48.29080933377895
002822,002822,4582547569.58,3853717888.63,524028316.24,2319376821.67,-1863053670.73,1094830790.13,0.8409553485515048,0.11435305543113616,-1.7016818375274056,-0.3987160346556788,High,67.07464718888033
002823,002823,1210695570.13,1112040847.66,486579177.97,3049607578.11,170110812.62,1923685465.88,0.9185140138413104,0.4019005189865797,0.0884296396875785,0.008475795118073571,High,70.3074344465336
002824,002824,2346774089.96,1435104073.36,550317801.89,3333074867.74,80827435.35,1703450653.95,0.6115220376344196,0.23449969225601086,0.04744923791163278,0.14733634753564667,Medium,56.54855901228558
002825,002825,1343370638.89,912133035.53,234225134.23,1899959881.9,128426824.36,1518704316.1,0.678988366370488,0.174356300077792,0.08456341566855971,0.2773230212482836,Medium,54.84124288886261
002826,002826,527613137.33,175117403.96,41050668.84,651883906.6,47459998.03,739003677.36,0.33190493482817013,0.0778044857786104,0.0642215992747763,-0.022719949425052326,Low,45.52391970169148
002827,002827,1797650693.03,938812784.06,90535030.48,1692314503.93,173721846.04,925966017.64,0.5222442756537978,0.05036297142210659,0.1876114703245407,0.0899709677119222,Medium,46.336406119933855
002828,002828,1289544795.2,1118932608.95,57707596.01,951430549.34,3706834.02,672270658.3,0.8676958048413207,0.04475036169724521,0.005513901245331207,-0.030162677696349546,High,62.313412433500964
002829,002829,2028414679.74,790426134.97,618062990.86,422903601.03,-238230366.69,1698551225.63,0.3896767967935018,0.3047024836850533,-0.14025503799665465,-0.45140813560270193,Low,58.82194735195841
002831,002831,13143150490.47,9488051873.61,1748864948.86,17156939849.44,1451039780.44,11482550288.34,0.7219008776084331,0.1330628413733898,0.12636912044822168,0.12706322701780634,High,55.55373708120413
002833,002833,1790988182.15,527401574.76,430295653.11,2694063176.52,521028440.41,2831249738.28,0.2944751841560888,0.2402559980007515,0.18402772223354893,0.00425372910338447,Low,45.197425127828886
002835,002835,1145683694.29,309990545.68,189483433.1,1161843449.84,200465336.7,1185573425.26,0.27057253867273245,0.16538895861429376,0.16908723865503084,0.07040603595836137,Low,42.32065879957993
002837,002837,4801620898.55,2705849689.03,884357243.24,4588819487.27,454120286.8,2915892117.15,0.563528388891992,0.18417889748585928,0.1557397422658621,0.30036915245764356,Medium,49.61313902268326
002838,002838,4039811312.2,2421736938.81,786273902.44,5300756620.42,152013183.08,3119594427.51,0.5994678344249625,0.19463134331682713,0.048728508340532585,0.16652233337514427,Medium,54.9663825734048
002840,002840,2512006002.54,4073754355.41,1357275191.18,9091691841.33,95626747.77,2431185166.6,1.6217136230131803,0.540315265890129,0.03933338730580259,0.059824015072357684,Extreme,95.57771550428001
002841,002841,9287495323.24,8685698811.14,2314804488.7,22401181999.32,1036148543.39,12695710662.7,0.9352035730673122,0.24923883222936213,0.08161406406607899,0.11047369699089878,High,66.14198942619245
002842,002842,1271920476.3,899123346.75,717692006.36,1749018174.12,-89502661.25,764574904.66,0.7069021715614943,0.5642585521130666,-0.11706199183950601,-0.02765067619101388,High,70.59003571158163
002843,002843,1387026149.84,829204119.48,268494869.9,1730984275.38,44641073.43,1381112726.0,0.5978287572845348,0.19357592496073137,0.03232254152004679,-0.06161661937789783,Medium,57.58236349833214
002845,002845,6293785066.04,5804081762.32,1412406788.66,9558790934.48,27012686.27,2741352112.43,0.9221925600284094,0.22441293654609584,0.009853782061602919,0.12271068956868186,High,66.80264876727779
002846,002846,1088387837.03,1595159129.45,323237633.16,2018436440.53,-42194675.88,1377511685.61,1.4656164605834634,0.29698754631625895,-0.030631083801888073,0.15507604591057442,Extreme,84.84242201630464
002847,002847,1402339673.74,1512079632.7,744164798.47,5303933906.59,640453241.97,1734851729.87,1.0782549057228956,0.5306594489231939,0.3691688637956352,0.2888718853522175,Extreme,68.49619294635366
002848,002848,193768744.92,243250063.79,32449400.22,134732889.68,-130988745.52,149518708.08,1.255362746403859,0.16746457347079977,-0.8760692705418137,-0.541787478247736,Extreme,82.26537151136313
002849,002849,1853198076.21,1004095343.8,370160848.59,1297443967.28,48500038.78,1304560342.4,0.5418176053007181,0.1997416538155602,0.0371773057969664,0.04324174858020584,Medium,54.88621937368433
002850,002850,11093170711.82,5539684172.53,832327075.18,12029676315.84,1468172165.93,11641302848.28,0.49937788901304414,0.07503058384318727,0.1261175132254997,0.14444526509192743,Low,47.25971078491424
002851,002851,7442403716.26,5503972198.5,2416000337.56,8172486420.33,458690651.56,6014447654.28,0.7395422780512487,0.324626347839956,0.07626480068100462,0.2099784755703279,High,61.295522264807964
002852,002852,1776074545.72,1777205049.17,1074734610.26,5942534449.13,179096892.98,2120504704.35,1.0006365180181904,0.6051179624469619,0.08445955937404945,-0.15117040655708167,Extreme,79.54725968293934
002855,002855,800237871.85,1243493472.68,247753560.34,1356523247.9,-317322108.68,596087114.46,1.5539048030872071,0.309599894050553,-0.5323418355846604,-0.23248251209084217,Extreme,91.68196656478847
002856,002856,1411751902.7,1788603808.38,24619844.16,703829472.42,-281813152.74,106294465.24,1.266939187373691,0.017439214434855105,-2.651249546283526,-0.19839164812074978,Extreme,75.42807246328961
002857,002857,976264946.48,602294807.08,117489484.13,680711959.03,26816423.47,527279089.2,0.6169378602106133,0.12034590051974883,0.050858120527188924,1.0870695093616385,Medium,45.245330306132395
002858,002858,452721151.28,302846311.02,38856022.06,440703050.37,-16557020.47,524451615.98,0.6689466797911877,0.08582771525063614,-0.03157015817190542,0.08770920247761045,Medium,56.337001250225434
002859,002859,1735624680.27,1312730866.47,447825433.5,1817016811.63,202140279.19,2945226204.67,0.7563448949491701,0.25801974274203954,0.06863319322281018,0.15566664607834102,High,60.86834412567243
002860,002860,2738710810.81,1248577877.91,342744280.99,2077186106.87,147040476.32,1824569447.66,0.4558998609790134,0.1251480366737334,0.08058913652674529,-0.2784378951889734,Low,52.575347284934836
002861,002861,666803337.48,340358971.5,104119032.5,815156160.34,13454475.54,1161174780.18,0.5104338151429973,0.15614653773853213,0.011586951223582678,0.08079567870628857,Medium,53.11904733010077
002862,002862,368978647.1,219978757.7,97631759.01,436712663.52,9273867.63,462404719.19,0.5961828941293226,0.2646000243573444,0.020055737420338504,0.38539595410740324,Medium,55.14513445623079
002863,002863,3446628353.54,4095933166.04,1638363958.45,4899818628.64,67925341.95,2754556741.4,1.1883884033603753,0.4753526607437241,0.024659264022086194,0.11121886006586769,Extreme,80.80679841819352
002864,002864,1771523291.39,446110297.49,95584197.17,973864163.02,119924689.91,1635217029.35,0.2518229930468292,0.05395593590813093,0.07333869924145185,-0.007100062996884743,Low,42.141121338040705
002865,002865,6331659032.05,6377437481.78,552076574.88,9951937425.79,-591113285.08,3886998305.25,1.0072300876434241,0.0871930361514199,-0.15207449004585594,-0.4665828530943578,Extreme,72.06255706403181
002866,002866,1995644114.64,1588785152.6,443118105.73,1954948035.16,-125489773.71,2008259749.16,0.7961264941703322,0.22204264902709636,-0.06248682410852925,0.1022960325212478,High,63.411900725574895
002869,002869,2067714437.12,391490972.82,140051073.79,596414840.33,78754832.89,2197738899.61,0.18933512567880756,0.06773230929560517,0.035834481022279506,0.16394232451441337,Low,39.83807623205324
002870,002870,3705451313.59,4068564780.77,1146357704.0,5902127324.28,236812656.4,1605447064.91,1.0979943970247985,0.309370602116847,0.14750573941425812,0.01969300402798502,Extreme,71.78952343802882
002872,002872,702436533.6,359313996.17,106799072.77,569712742.99,-88147504.67,2005684070.79,0.5115252111511188,0.152040885776047,-0.04394884815297975,-0.016608562957578347,Medium,54.312864108510524
002873,002873,616807046.83,481379000.12,145478159.62,857548653.35,52322877.14,1194715847.7,0.7804369333878156,0.23585683783553735,0.04379524825148094,-0.10108496366261302,High,64.22549737786201
002875,002875,805022800.27,269715652.91,164002474.86,638957411.49,-115846962.71,706102901.7,0.3350410110366302,0.20372401229504872,-0.16406526928453208,-0.20698349639832522,Low,52.21416560245838
002876,002876,2285363460.42,2109619469.54,777897084.37,2589692805.31,68378410.04,2361363541.38,0.9231002009423471,0.34038221833958937,0.028957171922811643,0.25248837013543135,High,67.95374848733555
002877,002877,1415443344.81,1008858935.91,557399272.14,1093090313.5,22698355.99,1184552155.21,0.7127511953121817,0.3937983630244287,0.01916197264102397,0.0671450134833483,High,65.07699548411709
002878,002878,1984683550.94,1000700685.28,280080990.81,2790183357.93,-184459453.89,1337443922.03,0.504211709119089,0.14112123349707112,-0.13791939299408054,0.03646592301324494,Medium,53.289722880867004
002879,002879,1674377949.51,629513464.98,257409376.08,1242071339.85,82345121.04,1719048921.3,0.37596855904858556,0.15373433229655817,0.04790155766930006,0.1918117765081847,Low,47.00675837205718
002880,002880,1527590386.5,422753404.48,793462099.62,1203192257.65,253956996.52,2211425331.14,0.27674526379326625,0.5194207207849563,0.11483860338575574,0.14753389203734146,Low,51.941571928404585
002881,002881,2280611582.98,1167906628.6,650552074.08,2941374031.03,134374787.86,1567113142.9,0.5121023839903219,0.2852533412243505,0.0857467046771968,0.3697784442076084,Medium,51.65295299131242
002882,002882,3230614551.54,1640112481.14,643233771.34,3675162608.56,137190007.14,2138123696.14,0.5076781692691181,0.1991056998840599,0.06416373729343723,-0.06531495365240444,Medium,54.25704367936315
002885,002885,2460326319.78,1695856352.21,518420049.5,3011540284.86,40130184.71,1402256647.73,0.6892810675462114,0.21071190651911434,0.02861828808225906,0.16114001412825546,Medium,58.61937234602517
002886,002886,1909759015.71,1313101076.93,649214003.34,1896867994.9,39259361.66,1777137438.47,0.6875742259249512,0.33994551040181303,0.02209134803541124,0.23452425925025958,Medium,61.22833824440599
002887,002887,2081175052.19,563264037.86,5042616.95,401451622.37,101462197.62,2369184521.79,0.27064712181096096,0.002422966268355804,0.042825789501335185,0.002775788265873139,Low,42.08158519084561
002889,002889,3633147378.68,2273829181.73,37849182.84,3558426035.19,206280639.97,2385903539.98,0.6258565768824195,0.010417739468017788,0.08645808035128241,0.3179307701396291,Medium,48.69538108299468
002891,002891,2065843768.9,1054051025.31,579081325.76,4464751586.93,416486826.79,2427997184.36,0.5102278503234785,0.28031225520424685,0.17153513582009466,0.19148939864197234,Medium,51.111369507888426
002892,002892,1410984150.79,899750733.41,294683045.08,1656503308.14,50277992.44,1284459573.61,0.637676002885104,0.20884929495133525,0.03914330468081037,0.2788714730902682,Medium,55.58421511241356
002893,002893,1491763529.39,1059766762.83,75292039.0,1069821129.32,67528958.31,1181667914.54,0.7104120337781359,0.05047183251006801,0.057147154017706994,-0.01404935507375707,High,56.28597152639067
002895,002895,3872054392.55,3309351974.26,884548275.07,5905646993.4,958021099.77,6174306982.83,0.8546760036809752,0.22844417598366107,0.155162531185142,0.367203495696727,High,58.80028627342496
002896,002896,632395142.5,372425705.83,255939506.49,976342989.09,72373389.93,1174199831.48,0.5889129767153454,0.4047145357224182,0.061636348421868034,-0.10096057595831257,Medium,62.253949743557236
002897,002897,4400738419.82,3149786928.71,1592677719.72,6096571608.88,151913236.66,2429507052.18,0.7157405481143853,0.36191147207180385,0.06252841971530318,0.2051358000598767,High,61.905434751745304
