stock_code,cash,total_assets,total_liabilities,current_liabilities,accounts_receivable,total_equity,revenue,net_income,revenue_2023,debt_to_asset,receivable_to_asset,roe,revenue_growth,company_name,risk_level,risk_score
002599,263466664.86,1012689540.49,792350761.03,38630950.46,268158394.39,1240386868.02,2045266772.57,-192669066.25,2395973160.1,0.7824221830578136,0.26479822657223145,-0.15532981783139405,-0.1463732538286709,002599,High,66.5563536943269
002600,6568564300.97,25519329991.71,15739871193.75,929239473.93,5855553497.49,19807670030.84,44211224427.93,1758618448.12,34123706020.59,0.616782305760501,0.22945561264312922,0.08878472053411023,0.2956161444262022,002600,Medium,54.06408003127848
002601,8399052797.14,22837809591.0,29894692058.86,9368214813.78,7736809246.16,23004001565.74,27538748479.67,2240386896.01,26793893967.85,1.3089999695347754,0.33877194812977807,0.09739118168669497,0.027799412534577874,002601,Extreme,80.02652412177456
002602,6527717310.58,12251706383.42,11529697992.83,846505137.61,761184010.69,24808752432.66,22619694342.95,1044929567.84,13284552938.83,0.9410687484669825,0.062128815927232454,0.042119391963635414,0.7027064777493497,002602,High,56.7052332756059
002605,1080687523.34,2124376036.22,847628302.7,145095250.62,422870047.2,3511182612.59,3271405546.28,563728878.75,4306872331.8,0.3990010658415372,0.1990561181213624,0.16055242376988452,-0.24042198276335727,002605,Low,50.33684416166664
002606,427172771.48,1808259822.33,808956941.46,271115096.78,518264383.67,1716016708.83,1496032214.04,209403436.72,839500040.18,0.44736764676750573,0.286609466886346,0.12202878657444641,0.7820513906339193,002606,Low,44.71503250448347
002608,8885016048.53,28232209340.24,23667649752.07,5001938112.56,2221278369.62,32466598577.93,36932542993.49,4377349085.66,34572186032.93,0.8383208507290277,0.07867887145672167,0.13482622995300822,0.06827329224457365,002608,High,58.06320863701794
002609,684426012.65,1684539435.04,913193110.75,0.0,415022095.45,2376779413.62,1578851662.78,36480948.41,1644759694.42,0.5421025425435149,0.2463712554405977,0.015348899523846422,-0.04007152647502198,002609,Medium,57.439350438974444
002611,1729050383.34,4602172554.03,1946728366.07,85390128.99,1031899593.02,4977379483.29,4777855602.69,540118266.3,4745737321.83,0.423002037236805,0.2242201005949664,0.10851458445418491,0.006767816817896392,002611,Low,50.51502085244473
002612,555937661.86,2122676340.41,3237615910.95,1314109248.05,1150735567.32,2787342997.15,5690786090.28,295435020.55,5145464417.08,1.525251800905571,0.5421154160024851,0.10599162745743029,0.1059810405820403,002612,Extreme,90.6008383349731
002614,799276742.37,4205465727.75,2516948875.27,669635220.81,867450602.57,4433152870.49,4833321898.13,73229698.12,5030460330.75,0.5984946824466485,0.20626742880011575,0.01651864942611507,-0.03918894487944569,002614,Medium,58.090449406543925
002615,787191295.7,1796958498.51,1182588896.44,99266571.67,536589145.33,1720679007.72,3331522170.62,287179279.67,2407120446.72,0.6581058479762208,0.2986096483446492,0.16689881051697683,0.3840280303212962,002615,Medium,54.19566608176547
002616,544211078.39,4325482391.42,3242646991.9,717751563.81,290374519.02,2804835501.96,3785864385.28,219295523.74,3966398291.2,0.7496613553050394,0.06713112960440784,0.07818480748220628,-0.04551582888701291,002616,High,57.66865700107634
002617,833948959.77,3992168065.1,2127248502.03,725740493.45,412688260.32,6122277651.6,3716734193.62,222863381.86,2772314904.25,0.5328554478020741,0.1033744706110369,0.03640203769617615,0.3406608996410152,002617,Medium,49.25336526052359
002622,147693180.87,296422510.85,887076825.18,191588304.03,50753348.55,398035174.16,861568412.49,-15237706.67,756709758.78,2.9926095107833808,0.1712196162311132,-0.038282311863912885,0.13857182690369643,002622,Extreme,100.0
002623,1127106863.92,3269901776.96,1744980432.16,743575554.44,119112893.99,3003528017.25,2892992822.6,-122939952.91,3628345856.94,0.5336491892372051,0.03642705564713881,-0.04093184821447498,-0.2026689470446919,002623,Medium,53.94684153874154
002624,3117342251.21,6443668288.38,3861276875.28,50046597.22,1795213378.18,6752408376.06,5570490164.67,-1400096630.81,7790717277.28,0.5992358238308326,0.27860114733363067,-0.2073477421439593,-0.2849836585759348,002624,Medium,62.79193998402509
002626,1166162946.62,2667192524.35,1221219735.42,365872129.47,814275292.9,4280636738.63,3240058601.13,367030168.05,3102580918.31,0.45786711093066434,0.3052930320800297,0.08574195626968022,0.04431074851542803,002626,Low,53.781682738024394
002628,102475161.91,3218251063.76,2355355344.24,13015966.66,77893967.72,2896174213.44,810482461.9,-91444552.28,1166587291.98,0.7318743309877608,0.024203819458694945,-0.03157425815603287,-0.30525347955368015,002628,High,60.613860211637
002629,29209870.44,314052174.72,285002429.02,23265632.14,4738134.36,56481899.58,319304051.79,14861855.87,208241979.68,0.9075002562045623,0.015087092978179138,0.26312599222959776,0.5333318108129119,002629,High,50.69071709672228
002630,185292090.12,4289614941.27,5488899912.48,33045425.0,476833125.5,200427311.34,2593317955.25,-359483685.63,1866865931.96,1.2795787005662878,0.11115989011331329,-1.7935863292611884,0.3891291875080214,002630,Extreme,72.27506639474126
002631,967956463.37,2745129991.59,1418226089.56,350207045.55,636169436.88,2258076240.45,1524841143.11,-84848824.54,1932953617.13,0.5166334905468548,0.23174474025965008,-0.037575712909981705,-0.21113412675983148,002631,Medium,58.403964490495206
002632,257183105.08,1677922310.5,763124858.57,428806248.83,426715679.86,2126209922.69,1441214788.06,168896128.42,1322706698.18,0.45480345174181414,0.25431194113680033,0.07943530251534102,0.08959513854663549,002632,Low,52.120068132324555
002633,77037897.72,421673901.85,213116298.35,55024477.78,125153013.85,419515455.31,324240534.57,6864237.62,273154833.46,0.5054054742657771,0.2968004737806137,0.0163622997272596,0.18702104027560934,002633,Medium,55.30290817655107
002634,302720935.33,812306365.68,1921662341.03,432674089.49,148897726.29,299844874.14,1105524906.3,-787302485.69,763340704.64,2.365686669734926,0.18330242452963463,-2.625699331856519,0.44827191787365495,002634,Extreme,100.0
002635,479341988.8,3551151476.58,2084772318.98,511762071.63,584146153.5,5818031602.83,4795591232.18,258098266.53,4516558832.29,0.5870693865719796,0.16449485676757794,0.044361784904099894,0.061779866099635074,002635,Medium,54.99760973274999
002637,335214510.39,3638888511.93,3234031226.8,1456050434.69,1569428409.57,3764902934.22,10791534384.26,124917043.27,9611722875.37,0.8887414979044602,0.4312933480717176,0.03317935294814709,0.12274714160905131,002637,High,70.38762339913255
002639,472998615.73,2500519235.06,1842069611.79,871331268.06,767233245.58,2466964329.47,2284761635.98,37087410.64,2032490647.49,0.7366748417537367,0.3068295715635998,0.015033622576929527,0.1241191386546054,002639,High,63.1539525907328
002641,1002145201.36,3865185984.77,2577899821.46,45958791.09,1166123177.76,5470743315.3,6602022415.58,191539961.27,7471335837.57,0.6669536295582422,0.30169911159640894,0.035011688582485885,-0.11635314499163753,002641,Medium,62.83932591201172
002642,483232916.04,1753512367.44,1089639015.97,228000782.34,296981484.84,1169658479.95,2021623118.68,28106860.36,2375818627.29,0.621403667406574,0.169363781148331,0.024029971860847363,-0.1490835640993422,002642,Medium,58.766290895377736
002643,1005304462.82,3790366641.74,1327417930.8,240087297.36,1795926611.02,7009426393.89,3693259130.43,383238072.15,4305320136.0,0.3502083192117366,0.4738134277679176,0.054674669596939084,-0.14216387776883316,002643,Low,57.406357308314895
002644,397893224.19,1221884081.46,379728681.61,10000000.0,339991996.73,1789888294.75,980225387.73,61665610.77,1163134313.96,0.3107730818100775,0.2782522514932445,0.034452211878737975,-0.15725520607097335,002644,Low,51.990745505374726
002645,767774730.64,3666946421.26,1765007210.63,613228139.0,1831169478.44,3328432467.16,5576220687.3,-350652348.84,6880875038.32,0.48132887909050104,0.49937175733557393,-0.10535059740574988,-0.18960587770513232,002645,Low,63.820219083155706
002646,363737716.48,1894298697.01,506380652.1,100033611.11,1488096963.17,2814061051.34,1254840734.21,42171440.65,1210158159.46,0.2673182708193178,0.7855661652087091,0.014985972187745817,0.03692292152121535,002646,Low,61.914823734891456
002648,8507129007.41,15498536547.38,15372383364.45,1410544634.77,4397583301.67,30285941134.14,45648350054.6,6061959302.9,41486922120.31,0.9918603164534703,0.2837418415749327,0.20015753435070313,0.10030698161271323,002648,High,65.84234735808272
002649,2079990078.51,4397981664.79,1643941309.56,340676510.96,99018513.83,4141767515.48,6898522773.63,122152612.51,6601201346.89,0.37379448912243174,0.02251453538852533,0.029492870387690853,0.045040502647306115,002649,Low,45.588971272220746
002650,194443008.45,651601739.31,357747040.97,130160708.32,345564256.88,1891310051.02,1300831212.04,-242874357.52,1453834677.98,0.549027142482506,0.5303304703359571,-0.1284159397286636,-0.10524130993531362,002650,Medium,65.78148913222725
002652,31231352.94,212747801.03,210454485.0,120729208.71,37454107.11,266365242.21,340351752.74,7009028.59,434600702.36,0.9892204947882088,0.17604932661427847,0.026313600572833537,-0.21686331639181108,002652,High,70.5886411586005
002653,1056036624.42,2729836498.76,1568218563.33,242567813.03,271607934.08,4213333603.22,3721349235.28,466199976.79,3355070109.54,0.5744734397251802,0.09949604461782786,0.11064872158086679,0.10917182466575022,002653,Medium,50.86366802102192
002654,403169703.48,3225714382.29,2647647569.69,873200000.0,291282633.28,1537258393.5,4873536168.45,60468697.13,4235065902.83,0.8207941732926712,0.0903001936188822,0.03933541516877072,0.15075804728170927,002654,High,59.39036418721582
002655,254349827.22,1216791527.05,944635238.83,294427330.28,288426606.89,670813830.8,1207684020.8,84986512.35,997600140.39,0.7763328539278885,0.23703863848334314,0.12669165191279178,0.2105892650815688,002655,High,58.94276763128475
002657,562210241.91,1211633768.81,624451605.98,64500000.0,361690855.16,1835356327.68,1166771019.66,-55405065.26,1001877220.66,0.515379830155528,0.29851500054775865,-0.030187634098298124,0.16458483694376655,002657,Medium,56.27842154892215
002658,568274725.39,2598133120.52,446084248.99,3080430.74,414043326.52,2581513781.02,1420170130.88,169637951.55,1510322423.84,0.1716941466420008,0.15936185996394667,0.06571258801607992,-0.05969075975895748,002658,Low,43.08896379554626
002660,399566129.93,1481564053.94,625560688.32,46033458.37,183869139.07,1296965807.63,1295020949.57,56365864.36,1328670393.39,0.42222993103566064,0.12410475171898729,0.04345979209968511,-0.02532565186023767,002660,Low,49.93627844015475
002661,357472420.4,1412816969.19,2208184383.63,998509036.68,852579249.07,2436480932.23,4566847270.77,100568272.3,5184396589.31,1.562965643664375,0.603460510216552,0.041276035026448755,-0.11911691320323751,002661,Extreme,97.13475032171621
002662,612532183.63,2324786542.59,946809515.35,520903871.47,458849678.49,4307584376.43,3094801500.8,353922291.4,3600919859.24,0.40726729013803464,0.19737282115320762,0.08216259055459765,-0.1405525194184187,002662,Low,51.50379966329047
002663,583571116.07,3460739451.8,2172755407.77,17169490.64,151402119.8,2446156072.62,1988616689.91,-469861125.6,1830581837.39,0.6278298144172356,0.04374848841083738,-0.1920814173957211,0.08633039468222972,002663,Medium,54.0653026959657
002664,1763128361.57,5447443703.46,5157480504.77,1230052877.97,1075244322.28,3399589099.79,5918417032.02,20571065.01,4615872029.74,0.9467707764458719,0.19738511874790876,0.0060510445251370885,0.28218828292632925,002664,High,65.36459231968216
002666,649679307.07,3208482466.28,1405866461.69,664869518.7,973991154.56,3508226866.71,4958993714.34,65915113.41,5693800704.61,0.4381717763662891,0.30356754783493367,0.01878872601868388,-0.12905386549182538,002666,Low,56.55516249131317
002667,110521773.69,474085613.46,746005768.05,178609306.86,46868884.14,365471618.13,532671384.89,-412353820.08,1141401058.59,1.5735676149408038,0.09886164610214325,-1.1282786395011493,-0.5333179508804541,002667,Extreme,90.01174910958224
002668,2502366570.22,11516976047.17,10983129206.08,596717774.84,1772907840.16,2416485958.06,18360802831.59,1940646786.56,15179647834.74,0.953646960894637,0.15393865828136774,0.8030863080694197,0.20956711456570415,002668,High,45.28504643648076
002669,799834198.31,3970635967.93,3194559087.8,1042105372.47,545690424.46,2727894289.21,3101062179.2,-294265755.72,2792525024.71,0.8045459502210197,0.1374314917981472,-0.10787285888751194,0.11048680021123211,002669,High,61.46729779947196
002671,658807502.71,1828842762.78,1069925183.8,593111281.25,225067904.44,1665887584.91,1146495048.32,64463521.33,1107543064.36,0.585028524909173,0.12306574901927447,0.0386962013006914,0.035169724061708305,002671,Medium,54.30839719962268
002672,1181916381.07,3563956903.5,3877229219.04,1197012027.16,775090222.33,3599850228.42,3486660703.09,-887555367.2,4022468104.97,1.0879001413379465,0.21748024550151523,-0.2465534149706985,-0.1332036421166342,002672,Extreme,74.40604679884262
002674,760109502.39,3129303807.93,1659252714.9,705572484.79,1310229682.21,2405421003.37,2951085176.94,206801695.09,2699515768.67,0.5302306253216039,0.41869686122828154,0.08597318091106314,0.09319056817139595,002674,Medium,58.293105085864624
002675,755972381.28,2567648523.38,1753956120.72,448879586.83,646221273.48,4480444647.93,2868936537.72,141425009.68,3275647886.63,0.6830982140854419,0.2516782447425193,0.03156494964073252,-0.12416210868391798,002675,Medium,62.23739988694711
002676,417211984.43,2499755285.56,1772182675.76,854879076.3,646594766.32,1237878689.61,2697206598.45,60944357.97,2266948126.81,0.7089424656873932,0.2586632259785976,0.04923290018765961,0.1897963462646365,002676,High,59.60606865274888
002678,841302761.23,2222944120.34,311841938.63,74756207.71,1170510073.61,3450770997.62,677173599.36,-247561777.31,1128017548.03,0.1402833007706481,0.5265584784159891,-0.07174100439604471,-0.3996781339593217,002678,Low,56.36924232311239
002679,183219531.51,1839000995.24,257507887.81,110094027.78,1541708722.37,765716438.48,150722798.06,10410398.5,147650078.15,0.14002596435593215,0.8383403415009018,0.013595631459428192,0.02081082481296334,002679,Low,59.61128843358517
002681,980308896.99,1945389613.71,1480512034.41,185101891.9,250965414.78,2407901370.53,3144164932.78,82921654.42,2890850426.64,0.7610362592542866,0.12900521983428842,0.03443731351909494,0.08762629287410927,002681,High,59.31902250676735
002682,549448760.87,2879727271.19,3090378677.1,1566961397.32,150420083.83,1162455815.97,3000642713.61,-495933171.72,3716470119.35,1.0731497763755078,0.05223414221716954,-0.4266253950531215,-0.19260948769990272,002682,Extreme,70.4264417236935
002683,2883237163.9,10889339038.4,7206665892.47,763066057.38,391024979.39,6493501914.13,13651865840.58,1172190581.32,11542604057.43,0.6618093042246663,0.03590897280460232,0.18051747682853345,0.18273708191456703,002683,Medium,49.41169570699604
002685,750673369.81,2183365947.0,1442585389.72,80087777.78,556577071.87,1530802077.97,1184256342.85,83274631.42,671059703.27,0.6607162632091743,0.2549169884392266,0.05439934568839276,0.7647555606144271,002685,Medium,52.186873358901806
002686,427915940.55,1861612007.22,1189400495.22,311038061.11,564661612.27,1624090077.03,1618512846.93,24463438.83,1599986777.22,0.6389089083047798,0.30331863464569386,0.01506285838205273,0.01157888925944085,002686,Medium,61.257872763140014
002688,635892867.63,2020697867.68,1861207736.35,1032380445.83,635279943.82,2246607845.93,2370626965.11,84322026.98,2174131033.42,0.9210717574947938,0.3143864077757337,0.03753304215186442,0.09037906578284918,002688,High,68.64969620761205
002691,79327705.03,677595610.61,241401467.84,50000000.0,211271452.29,894211918.1,382687751.82,-3451783.27,336808679.3,0.3562618530286527,0.3117957805243227,-0.003860140085511571,0.13621701381137769,002691,Low,52.12057996585387
002692,436800096.89,2591300001.66,1974673058.69,1224141952.82,358212766.59,1174423499.11,4447368703.95,70213450.93,3201485979.87,0.7620395390055241,0.13823670218057618,0.05978546153343242,0.3891576386445992,002692,High,55.93089079989832
002694,213044346.86,606512644.66,647084600.25,27572941.74,228099977.2,408039441.06,842030187.99,-159942115.11,932755602.91,1.0668938330424156,0.3760844546412857,-0.3919770958770659,-0.09726600905634432,002694,Extreme,77.38158644786805
002696,455144442.87,1691258964.36,1086116687.74,480167538.77,545291587.47,1330278740.58,3077701423.2,-13236093.79,2720215725.75,0.6421941941641116,0.3224175593217608,-0.009949864931487275,0.13141814234289678,002696,Medium,61.0120833845384
002698,55996398.59,5807447287.46,2439022377.54,36873798.71,2072436762.83,3790432312.96,2862689438.16,544216144.76,2565408783.42,0.4199818365646766,0.3568584715878533,0.14357627305446174,0.11588042290230594,002698,Low,51.772705831252026
002701,3631445037.0,8641394925.0,7745204968.0,3069105127.0,1617623179.0,9075931947.0,13672912690.0,777206054.0,13842844723.0,0.8962910543056797,0.18719468246036677,0.085633746323638,-0.012275802871476015,002701,High,64.55051306130336
002702,156393573.32,1026307161.66,755291068.33,156094230.59,460498949.1,1074208714.62,1706495912.33,-37366716.67,1715823986.65,0.7359308173474643,0.4486950557327947,-0.034785341211105734,-0.005436498377792491,002702,High,68.34966589752173
002703,418548313.18,2272869052.91,1277098739.88,81109472.22,501868958.32,1943079732.36,2693468867.27,168826694.86,1819442221.52,0.5618883931060195,0.22080856689805647,0.08688613856053592,0.48038164411718437,002703,Medium,50.40089606044675
002705,3376453010.98,8501868326.91,6995522440.74,546904553.38,2221798967.24,8256792727.07,16821049466.94,1115483944.57,14646752683.92,0.822821781254582,0.26133067248378705,0.13509893992044533,0.14844906785427336,002705,High,61.35595607317827
002706,574640580.6,2743065861.37,1460504939.91,20002555.56,469355120.33,3977356624.49,4237866195.5,312068599.55,4585057446.11,0.5324352435273151,0.17110603392351095,0.07846130709740298,-0.07572233384001754,002706,Medium,54.04639881487233
002707,642764247.18,1530396285.22,1780267703.71,223318641.27,10154539.44,860384682.15,6455113793.27,125359857.1,3298487387.88,1.1632723634415252,0.0066352352904073125,0.1457021024441538,0.9569921100771053,002707,Extreme,56.85157812363104
002708,387644228.07,2135638491.68,1687884440.76,873594199.86,546748916.01,1692266650.97,2309575739.47,28833244.78,1823074911.24,0.7903418332904394,0.2560119224953189,0.01703823966717828,0.2668572888752535,002708,High,62.01602418066416
002709,1620229440.41,10801397528.81,5875862501.5,1520426322.69,1363690318.78,13103593054.2,12518297342.63,478433104.75,15404639485.24,0.5439909498588142,0.1262512850899803,0.03651159668734151,-0.18736836687256184,002709,Medium,55.436904374556015
002712,366714561.14,2700329307.82,1401932616.55,705185847.09,52725017.87,1377348507.05,6176146964.85,-35755083.04,5558547076.59,0.5191709812910902,0.019525402963746438,-0.025959358039731067,0.11110815106002107,002712,Medium,49.95218300222615
002714,16951642855.0,61318601205.85,85476512749.91,45257669125.09,41969838456.65,72031777857.01,137946892076.87,18925044904.25,110860727714.4,1.3939736241366716,0.6844552489994821,0.2627318867766673,0.2443260559523795,002714,Extreme,84.91903222014673
002715,39295672.48,417207000.47,392347204.96,117360000.0,194735129.31,477809179.77,511050011.44,5131524.8,544389867.65,0.9404137622762933,0.46675901672460735,0.010739694876666308,-0.061242609738348205,002715,High,75.22532201187082
002717,203433423.28,8845049248.43,12491751967.97,2108700167.64,289603345.36,1064573801.41,861836577.53,-994276959.06,2130608517.92,1.4122874409305624,0.03274185787166812,-0.9339671498050265,-0.5954974504789058,002717,Extreme,84.14214417949762
002718,325484063.96,455710847.03,442248336.27,6004812.5,83140724.47,907064049.86,624370799.57,-113936974.66,999839061.25,0.9704582174250644,0.18244183787121213,-0.12561072691348035,-0.37552869879937384,002718,High,72.43007945752598
002719,31744354.54,216792848.74,787235013.1,17518487.67,54482543.37,225256053.55,635205259.95,-232885716.89,708944247.67,3.631277589069057,0.251311533967345,-1.033871069033474,-0.10401239302293346,002719,Extreme,100.0
002722,866199919.77,2225095542.16,759060754.56,331185167.26,420223363.31,2629703399.92,2452332948.33,157590157.44,2789256239.77,0.3411362524339722,0.18885632340176745,0.059926970260141946,-0.12079323750756671,002722,Low,49.66525377663547
002723,161023806.99,1575803411.76,1553394154.89,296310000.81,214108160.54,1007366671.07,1528571685.17,-216967965.38,1604039697.95,0.9857791544917578,0.1358723803630204,-0.2153813220260126,-0.04704871885430881,002723,High,68.44067133237134
002724,473885179.1,1926877464.5,843336957.83,38501746.11,123217792.93,2635422313.44,1713896295.94,-337199114.65,1700581410.41,0.437670258419279,0.06394687529441496,-0.12794879702215775,0.007829607832058938,002724,Low,49.650483556618155
002725,222511178.59,523382762.64,284677354.91,179639500.0,143040637.74,1012074190.84,708388432.3,47275834.42,639784933.6,0.543918094424922,0.27330024592038027,0.04671182690743459,0.10722900008597502,002725,Medium,55.90996330721155
002726,970117579.77,2526523266.25,2887683450.84,1629824663.47,994358007.81,1503284266.32,10989671145.22,6877613.98,13318473211.9,1.1429474999951428,0.39356772252720196,0.0045750588455477,-0.17485503252724385,002726,Extreme,80.7617919171681
002727,3417670869.61,9711575208.38,7631183301.72,495565917.0,4087748989.37,7491014022.79,18000454568.58,110293279.01,17380310852.71,0.7857822379973072,0.4209151349456401,0.014723411099545865,0.035680818434459,002727,High,68.37145205172699
002728,457414315.11,950947063.46,596018749.83,516093372.63,264377722.25,1764933238.57,687785167.66,20495003.39,1067212110.88,0.6267633317688567,0.2780151833983981,0.011612339176413067,-0.3555309571094848,002728,Medium,64.01828062971018
002730,365564373.69,1636689082.63,942102322.21,232971473.23,288029407.57,1607905715.05,1189164821.33,98274393.4,1373536850.06,0.5756147164470196,0.1759829711255633,0.06111950003047538,-0.1342315852115261,002730,Medium,56.482344122903044
002731,470011501.81,4452350015.61,3516014278.68,1324252536.17,3212657748.32,1711593324.63,4437882825.07,168885813.83,4564892113.94,0.789698533662629,0.7215645079691351,0.09867169461326833,-0.027823064751551604,002731,High,74.54150699129106
002732,348139847.64,589859178.33,365633540.6,58790687.5,125221009.2,1474760877.12,1732223350.14,103014989.97,1950327947.63,0.6198658154903615,0.21228966811116468,0.06985199537648012,-0.11182970420694448,002732,Medium,58.2752133251474
002733,1370872759.29,3470241422.96,2004271794.25,697002402.53,760356816.23,2702219485.98,3554072599.88,95061329.81,3600147423.96,0.5775597573670892,0.21910775751775824,0.03517898168642826,-0.01279803815070431,002733,Medium,57.05299249830297
002734,666121894.29,2443087852.34,2664322526.36,763357623.48,763151351.6,2642805549.03,4237402851.27,93438391.97,4223936964.12,1.0905553493739901,0.31237163693030945,0.03535575744658743,0.0031879943437568632,002734,Extreme,74.61017752487518
002735,301463730.62,2052907983.22,1258757668.56,403939727.55,349586099.79,1722474741.23,1989216374.07,-76313105.51,1773697283.05,0.6131583484738707,0.17028824606238407,-0.044304339380620276,0.12150838425449884,002735,Medium,56.43687276323074
002737,1040228908.13,3885593091.44,1027526250.87,22093.47,867310798.53,4379138713.78,3377047677.27,502731508.3,5700286745.9,0.264445150763123,0.22321194683012335,0.11480145781133536,-0.40756529841257855,002737,Low,49.71926973248918
002738,4084374474.63,8136920723.01,3317544123.36,1485883353.05,2142235084.28,12181272440.6,5363854702.53,753812491.93,6013324070.79,0.40771493741833803,0.2632734368693157,0.06188290226705333,-0.10800505022086332,002738,Low,53.34626198981533
002739,3623419937.74,7679760231.44,7815009968.22,2473120716.91,1483832809.91,6894727550.24,12361817752.98,-960981060.92,14619716970.07,1.017611192628945,0.1932134292207939,-0.1393791203376193,-0.1544420607945045,002739,Extreme,71.90309211733324
002741,639245044.34,2072716416.46,1463266378.64,573948194.51,238106279.95,1832390811.01,2589007825.65,-205107395.12,2699461878.86,0.7059655469604077,0.11487643850318056,-0.11193430674701231,-0.04091706353587978,002741,High,59.46004800675054
002743,615516237.75,8234857822.34,6512830421.04,2586922814.81,337232904.33,3217116343.79,3937162900.58,51481347.91,4635250458.13,0.7908855940865932,0.04095187938948199,0.016002327055835094,-0.15060406419368108,002743,High,60.85634727287578
002745,4092790897.42,12955841076.7,9311665940.34,258996103.61,3413388103.37,12693312504.64,16910268225.52,370026173.76,17535675550.51,0.7187233839326923,0.2634632582448617,0.029151269507052484,-0.03566485495175627,002745,High,62.77614978594356
002746,3901311029.59,5397531683.76,2778440436.51,1639256666.67,869183752.75,4664088982.74,5290689262.71,245069939.66,5781232561.22,0.5147613018872541,0.1610335619455806,0.05254401032375446,-0.08485098866295772,002746,Medium,54.003587733792855
002747,1196935339.04,6063754663.25,6012332028.94,1838958676.96,1721044686.99,1788531962.51,4008771676.12,-816972893.98,4651949253.97,0.9915196710345733,0.2838249207905072,-0.4567840615123657,-0.13825980094282175,002747,High,73.2238111602281
002748,122283615.46,810214445.31,803739898.65,196782209.24,90148397.2,1344846321.56,1984829928.47,26170878.41,2090806940.57,0.992008848154364,0.11126486045988467,0.019460125659296303,-0.0506871342559769,002748,High,67.56225515720539
002750,261742130.25,338177284.73,48634073.63,1001054.16,21862414.86,470459142.64,66479185.17,-46975528.77,86622523.39,0.14381236063453917,0.0646477922887544,-0.09985038978389277,-0.2325415773136599,002750,Low,43.25598139939163
002752,1028583971.21,4121014722.31,3980852513.1,1200857480.6,841536661.81,3416264486.64,7130253406.63,424908622.26,7094801622.73,0.9659884230815285,0.2042061770015429,0.124378139901548,0.004996867535580103,002752,High,65.92538494458994
002753,117122213.44,1648086699.77,322967825.27,50054388.89,391885917.74,2335774392.76,4227644015.85,111390280.13,4562985345.63,0.19596531257431543,0.23778234348635297,0.047688800971218324,-0.07349165171024682,002753,Low,46.3662144572103
002755,1411460031.75,2568164247.66,820959191.44,62000000.0,196990191.5,3062651954.2,1777641912.11,128469540.23,1443459608.66,0.31966771291517765,0.07670467014696936,0.04194715630479068,0.23151482829521614,002755,Low,43.14382095055764
002756,6092486824.17,9246864692.98,1111004870.09,45055069.03,752249583.48,12359217711.62,8073834330.1,1061737099.26,12189008783.35,0.1201493594832688,0.08135185367761356,0.08590649699954443,-0.3376135440046007,002756,Low,41.8667501414958
002757,336594838.67,1709557585.14,757734366.1,21455851.0,425339149.79,2001984537.4,3331799728.55,-175410684.78,3628646716.66,0.4432341868366763,0.24880071515997976,-0.08761840139275393,-0.08180652769174329,002757,Low,55.33510876101722
002758,3548115234.85,14173143310.41,10261250117.07,1727205926.33,5499844296.3,4744160369.75,41976296857.66,765820111.33,40941153868.85,0.7239925464898981,0.3880468979848974,0.1614237402708956,0.025283678914521063,002758,High,62.13251854840178
002759,1060492226.6,2524795238.92,2296028281.3,535025480.92,326538388.66,3182164559.29,2054528221.03,-1441755110.32,2193032123.05,0.9093918769753951,0.12933262215738306,-0.45307371239207134,-0.06315634894913137,002759,High,66.14663535268775
002760,326016857.17,736457352.54,283503366.34,10006641.82,156963074.3,809884587.09,588079315.23,-60829451.09,690801274.95,0.3849555787069174,0.21313260538256995,-0.07510878964688855,-0.1486997251524109,002760,Low,53.36397974729588
002761,10086827316.59,93640579367.43,99656363189.4,5514434452.32,1144201608.85,8353815261.25,80643358834.88,357646966.81,92605749799.48,1.0642433426043325,0.012219078700488854,0.0428124103329147,-0.12917546686358305,002761,Extreme,67.45422165595517
002765,710184869.69,2791991377.26,2085446261.93,341144774.69,730719152.42,2466473084.98,3535817353.94,125327733.56,2807743831.46,0.7469386470586495,0.2617197024215425,0.05081252835200359,0.2593090987582755,002765,High,60.087747775915204
002767,308425517.72,920952464.46,334081892.92,8003000.0,117054252.73,834960188.86,620535976.76,25683750.44,624002227.06,0.36275693460019,0.1271012970236577,0.03076044915993769,-0.005554868475920777,002767,Low,48.346777919357905
002768,3024966556.05,11013600939.55,7104538335.89,1594352612.43,3377655383.96,4970597291.63,19219866050.92,708717959.71,17438778172.6,0.6450695258421341,0.3066803856884619,0.14258205163862536,0.10213375390705208,002768,Medium,57.43320658743941
002769,338725798.25,8363210925.14,7777510775.94,160734145.29,56845782.4,1145797656.87,622115672.26,-120905461.27,616437876.02,0.9299670719245675,0.0067971240841385805,-0.1055207789482482,0.009210654407964699,002769,High,62.97683371576084
002771,335038444.5,784428260.36,361449256.05,97162584.24,119780658.44,670097838.64,535823852.0,-140225.67,446958432.82,0.4607805127827993,0.15269804071697862,-0.000209261486777208,0.1988225585527504,002771,Low,50.65264081588094
002772,1191278822.28,2830309986.24,1714226426.39,615463056.95,1252358283.51,3317126129.96,1935227360.87,126598252.04,1931077659.25,0.605667377327566,0.4424809613076087,0.03816504018239626,0.002148904576738547,002772,Medium,63.25643030218991
002774,193128471.23,1458987735.27,714301790.49,440000.0,260223807.86,1266525506.67,1580992000.91,132396839.66,1662996688.07,0.4895872482148121,0.17835914694090493,0.10453547043683557,-0.049311395355315375,002774,Low,52.02632331259925
